fan_id,item_type,amount
FAN_0795,Soda,13.22
FAN_0678,Nachos,13.95
FAN_1200,Nachos,14.3
FAN_0134,Soda,8.66
FAN_0306,Pretzel,21.66
FAN_0189,Pretzel,13.06
FAN_0494,Soda,12.45
FAN_0803,Pretzel,17.58
FAN_0771,Hot Dog,13.9
FAN_0157,Soda,12.45
FAN_0382,Beer,21.03
FAN_0552,Hot Dog,14.77
FAN_1120,Hot Dog,16.51
FAN_0974,Nachos,20.7
FAN_0604,Pretzel,19.02
FAN_0470,Hot Dog,21.51
FAN_0381,Soda,12.41
FAN_0321,Hot Dog,21.8
FAN_0264,Soda,13.9
FAN_0019,Beer,9.06
FAN_1141,Beer,17.33
FAN_0528,Nachos,16.4
FAN_0914,Beer,8.29
FAN_0866,Beer,18.73
FAN_0959,Soda,12.05
FAN_0574,Beer,13.47
FAN_1071,Soda,16.24
FAN_0165,Nachos,13.08
FAN_1099,Beer,8.33
FAN_0517,Pretzel,8.09
FAN_1099,Hot Dog,19.83
FAN_0387,Hot Dog,12.66
FAN_0565,Pretzel,21.48
FAN_0487,Soda,14.05
FAN_0602,Soda,20.31
FAN_0236,Nachos,12.92
FAN_0803,Pretzel,18.87
FAN_0872,Soda,18.37
FAN_0890,Soda,11.48
FAN_0554,Pretzel,15.45
FAN_0024,Soda,13.28
FAN_0538,Hot Dog,19.67
FAN_0721,Soda,12.59
FAN_0666,Hot Dog,20.98
FAN_0009,Nachos,11.39
FAN_0538,Nachos,20.45
FAN_0268,Beer,21.97
FAN_0192,Hot Dog,19.83
FAN_0757,Pretzel,18.04
FAN_0767,Beer,9.05
FAN_0436,Hot Dog,19.89
FAN_0443,Beer,14.79
FAN_0713,Beer,9.81
FAN_0119,Nachos,19.36
FAN_0690,Pretzel,11.8
FAN_0365,Pretzel,13.77
FAN_0984,Beer,8.45
FAN_1052,Pretzel,12.49
FAN_0180,Pretzel,9.4
FAN_0536,Hot Dog,11.34
FAN_0548,Hot Dog,14.91
FAN_0031,Hot Dog,13.38
FAN_0632,Hot Dog,11.09
FAN_0128,Nachos,13.72
FAN_0758,Pretzel,20.5
FAN_0658,Nachos,21.48
FAN_0866,Beer,19.33
FAN_0225,Hot Dog,13.44
FAN_0732,Pretzel,16.18
FAN_0197,Soda,11.1
FAN_0607,Pretzel,21.71
FAN_0036,Soda,9.55
FAN_0291,Hot Dog,20.01
FAN_0772,Beer,10.36
FAN_0652,Pretzel,16.51
FAN_0568,Beer,20.43
FAN_1035,Beer,19.95
FAN_0906,Hot Dog,16.89
FAN_0696,Pretzel,13.79
FAN_0371,Nachos,8.29
FAN_0279,Pretzel,12.69
FAN_0373,Soda,11.7
FAN_0139,Beer,21.27
FAN_0103,Nachos,21.48
FAN_0922,Hot Dog,18.7
FAN_0513,Beer,21.54
FAN_0139,Nachos,14.74
FAN_0260,Pretzel,8.17
FAN_0556,Pretzel,8.5
FAN_0102,Nachos,10.33
FAN_1161,Pretzel,12.91
FAN_0414,Soda,18.24
FAN_1130,Beer,15.49
FAN_0826,Soda,19.41
FAN_0420,Pretzel,10.77
FAN_1111,Hot Dog,16.45
FAN_1004,Beer,17.8
FAN_0604,Soda,21.79
FAN_0539,Pretzel,17.79
FAN_0119,Pretzel,16.72
FAN_0805,Beer,13.61
FAN_0460,Hot Dog,20.8
FAN_0138,Nachos,19.16
FAN_0892,Pretzel,19.12
FAN_1049,Pretzel,18.59
FAN_0731,Pretzel,8.43
FAN_0629,Hot Dog,10.77
FAN_0371,Nachos,12.11
FAN_0917,Beer,16.05
FAN_1053,Nachos,20.48
FAN_0136,Nachos,12.16
FAN_1182,Soda,19.9
FAN_0101,Pretzel,13.15
FAN_0014,Beer,13.72
FAN_0492,Pretzel,11.62
FAN_0991,Nachos,19.18
FAN_1095,Beer,15.08
FAN_0865,Pretzel,11.53
FAN_0566,Pretzel,15.12
FAN_0907,Beer,15.22
FAN_0121,Hot Dog,18.81
FAN_0322,Nachos,19.82
FAN_1189,Beer,8.33
FAN_0606,Hot Dog,17.27
FAN_0936,Nachos,20.27
FAN_0432,Beer,12.85
FAN_0450,Nachos,9.65
FAN_0906,Beer,21.02
FAN_0603,Beer,21.85
FAN_0395,Pretzel,8.31
FAN_0439,Beer,9.96
FAN_0010,Hot Dog,10.39
FAN_0497,Nachos,8.29
FAN_0551,Hot Dog,8.15
FAN_1103,Pretzel,14.85
FAN_0018,Nachos,10.65
FAN_1115,Beer,19.4
FAN_0460,Soda,14.87
FAN_0663,Soda,14.57
FAN_0827,Hot Dog,11.72
FAN_0008,Pretzel,11.16
FAN_0401,Hot Dog,11.22
FAN_0403,Hot Dog,10.73
FAN_0143,Nachos,11.46
FAN_0031,Nachos,18.98
FAN_0014,Hot Dog,17.98
FAN_0739,Soda,15.53
FAN_0691,Beer,9.14
FAN_0987,Pretzel,17.57
FAN_0233,Pretzel,14.24
FAN_0609,Hot Dog,11.1
FAN_0037,Beer,10.21
FAN_1010,Soda,16.1
FAN_0052,Pretzel,16.11
FAN_0923,Beer,13.78
FAN_0504,Beer,12.24
FAN_0763,Soda,17.68
FAN_0856,Soda,8.61
FAN_0296,Pretzel,17.48
FAN_0551,Hot Dog,19.66
FAN_0305,Nachos,20.22
FAN_0659,Hot Dog,10.74
FAN_0792,Soda,17.44
FAN_0697,Soda,17.84
FAN_1165,Pretzel,14.86
FAN_0356,Nachos,17.36
FAN_0412,Pretzel,19.14
FAN_1039,Nachos,18.24
FAN_0335,Pretzel,11.89
FAN_0468,Beer,19.95
FAN_0020,Nachos,14.11
FAN_0977,Nachos,11.89
FAN_0763,Nachos,13.32
FAN_1103,Nachos,20.43
FAN_1008,Nachos,12.25
FAN_0822,Nachos,14.45
FAN_0233,Beer,16.77
FAN_0421,Beer,9.37
FAN_0699,Beer,8.19
FAN_0411,Nachos,12.99
FAN_0643,Pretzel,10.71
FAN_1063,Beer,20.38
FAN_0185,Pretzel,20.55
FAN_0613,Hot Dog,8.56
FAN_1140,Nachos,11.92
FAN_0614,Hot Dog,8.86
FAN_0665,Nachos,13.2
FAN_0924,Soda,9.85
FAN_0365,Soda,17.93
FAN_0178,Hot Dog,14.34
FAN_0392,Hot Dog,9.89
FAN_0610,Nachos,18.58
FAN_0409,Hot Dog,21.02
FAN_1122,Nachos,21.49
FAN_0533,Pretzel,10.08
FAN_0235,Beer,8.34
FAN_1122,Nachos,13.09
FAN_0939,Nachos,11.52
FAN_0295,Nachos,9.32
FAN_0720,Nachos,17.51
FAN_0112,Soda,9.9
FAN_0341,Soda,8.41
FAN_0895,Pretzel,20.91
FAN_0097,Soda,14.29
FAN_0064,Soda,12.02
FAN_0601,Pretzel,12.64
FAN_0951,Beer,16.29
FAN_0329,Soda,10.91
FAN_0767,Hot Dog,21.35
FAN_0473,Beer,16.57
FAN_0594,Hot Dog,8.93
FAN_1165,Nachos,8.68
FAN_0359,Soda,17.12
FAN_0600,Nachos,21.77
FAN_0525,Beer,9.95
FAN_0306,Hot Dog,10.61
FAN_0374,Beer,16.12
FAN_0320,Pretzel,10.47
FAN_0565,Soda,12.62
FAN_0174,Soda,11.05
FAN_0854,Hot Dog,16.97
FAN_1102,Hot Dog,15.17
FAN_0739,Nachos,9.51
FAN_0060,Soda,8.22
FAN_0809,Hot Dog,15.12
FAN_1115,Hot Dog,16.55
FAN_0206,Nachos,13.72
FAN_0886,Pretzel,14.96
FAN_0764,Soda,12.22
FAN_0808,Hot Dog,19.53
FAN_0506,Hot Dog,17.62
FAN_0762,Hot Dog,19.23
FAN_0563,Pretzel,19.23
FAN_0078,Beer,13.09
FAN_0994,Pretzel,12.07
FAN_0229,Nachos,15.16
FAN_1075,Beer,14.42
FAN_0387,Beer,20.34
FAN_0204,Beer,21.42
FAN_0115,Soda,15.83
FAN_0691,Beer,17.85
FAN_0023,Beer,20.07
FAN_0472,Beer,13.65
FAN_0822,Beer,17.81
FAN_0638,Beer,17.92
FAN_1030,Soda,10.54
FAN_0127,Nachos,11.34
FAN_0364,Pretzel,9.73
FAN_0614,Nachos,14.39
FAN_0239,Soda,18.11
FAN_0878,Soda,14.6
FAN_0997,Nachos,16.56
FAN_0784,Hot Dog,13.11
FAN_0210,Hot Dog,17.92
FAN_0126,Pretzel,11.91
FAN_0191,Nachos,20.97
FAN_0612,Soda,9.44
FAN_0659,Beer,21.72
FAN_0347,Pretzel,14.7
FAN_1040,Beer,19.86
FAN_0187,Nachos,17.43
FAN_0114,Pretzel,16.37
FAN_0312,Beer,10.32
FAN_0087,Nachos,18.56
FAN_0940,Soda,21.52
FAN_0624,Pretzel,20.03
FAN_1179,Beer,15.32
FAN_1161,Nachos,11.4
FAN_1167,Hot Dog,16.26
FAN_0795,Pretzel,12.96
FAN_0428,Soda,17.86
FAN_0521,Beer,12.44
FAN_0773,Soda,16.99
FAN_0752,Soda,18.4
FAN_0321,Nachos,21.88
FAN_0105,Soda,11.73
FAN_0914,Nachos,18.56
FAN_0941,Hot Dog,9.52
FAN_0162,Hot Dog,14.72
FAN_0217,Nachos,20.74
FAN_0497,Soda,14.87
FAN_0327,Pretzel,18.29
FAN_0675,Nachos,13.15
FAN_0569,Soda,17.28
FAN_0996,Pretzel,16.67
FAN_1109,Soda,17.15
FAN_0200,Soda,13.37
FAN_0710,Hot Dog,21.54
FAN_0538,Soda,21.23
FAN_1129,Nachos,15.3
FAN_0594,Hot Dog,8.04
FAN_0839,Hot Dog,13.53
FAN_0776,Pretzel,15.02
FAN_0227,Beer,14.87
FAN_0384,Nachos,20.39
FAN_0195,Hot Dog,14.62
FAN_1103,Hot Dog,17.62
FAN_1150,Nachos,8.71
FAN_0235,Nachos,17.73
FAN_0221,Beer,21.33
FAN_0262,Soda,14.34
FAN_0259,Nachos,15.48
FAN_0387,Soda,10.86
FAN_0217,Nachos,12.28
FAN_0096,Beer,14.17
FAN_1194,Nachos,16.4
FAN_0976,Hot Dog,10.84
FAN_0954,Pretzel,8.66
FAN_1155,Soda,10.01
FAN_0541,Beer,8.92
FAN_0385,Soda,8.53
FAN_0690,Beer,14.24
FAN_0940,Nachos,16.04
FAN_0466,Pretzel,21.93
FAN_0397,Beer,9.13
FAN_0442,Pretzel,17.2
FAN_0930,Nachos,18.08
FAN_0124,Pretzel,20.91
FAN_0160,Beer,18.23
FAN_0673,Pretzel,11.26
FAN_0830,Nachos,8.48
FAN_0201,Hot Dog,11.09
FAN_1076,Beer,14.73
FAN_1031,Soda,19.78
FAN_0951,Hot Dog,17.58
FAN_0254,Nachos,9.52
FAN_1147,Pretzel,21.5
FAN_0899,Pretzel,13.12
FAN_0712,Beer,14.47
FAN_1046,Nachos,10.46
FAN_0764,Beer,14.49
FAN_1082,Soda,17.33
FAN_0412,Pretzel,18.36
FAN_0529,Hot Dog,18.5
FAN_0239,Pretzel,15.0
FAN_0887,Hot Dog,20.0
FAN_0696,Nachos,14.62
FAN_1044,Soda,11.98
FAN_1035,Nachos,14.44
FAN_0238,Beer,10.15
FAN_0398,Nachos,17.15
FAN_1056,Soda,11.92
FAN_1030,Beer,20.35
FAN_0160,Soda,18.36
FAN_0770,Nachos,14.5
FAN_0125,Beer,14.53
FAN_1001,Soda,15.95
FAN_0271,Nachos,8.43
FAN_0104,Pretzel,8.05
FAN_0440,Soda,10.25
FAN_0329,Nachos,18.44
FAN_0312,Beer,12.87
FAN_0900,Soda,19.75
FAN_1021,Soda,16.26
FAN_0294,Soda,14.04
FAN_0379,Soda,16.92
FAN_0020,Nachos,13.02
FAN_0811,Beer,12.43
FAN_0112,Hot Dog,17.15
FAN_0930,Soda,17.0
FAN_0348,Beer,20.91
FAN_0789,Hot Dog,15.57
FAN_0593,Pretzel,15.6
FAN_0597,Hot Dog,11.07
FAN_1002,Soda,18.65
FAN_0066,Beer,9.93
FAN_1045,Soda,14.09
FAN_0418,Hot Dog,9.43
FAN_0185,Pretzel,15.44
FAN_1186,Beer,9.45
FAN_1088,Beer,16.7
FAN_1065,Nachos,9.64
FAN_0924,Pretzel,13.25
FAN_1057,Pretzel,19.11
FAN_0163,Hot Dog,17.06
FAN_0657,Nachos,15.5
FAN_0753,Nachos,14.7
FAN_1005,Hot Dog,18.35
FAN_0123,Pretzel,18.12
FAN_0599,Nachos,9.48
FAN_0577,Beer,9.33
FAN_0993,Hot Dog,10.04
FAN_0890,Soda,17.4
FAN_0789,Soda,20.59
FAN_0105,Hot Dog,9.54
FAN_0907,Pretzel,18.76
FAN_0368,Beer,21.61
FAN_0457,Pretzel,11.91
FAN_0695,Beer,14.25
FAN_0112,Nachos,11.98
FAN_0270,Nachos,20.9
FAN_0630,Hot Dog,9.71
FAN_0262,Pretzel,14.26
FAN_0856,Hot Dog,20.94
FAN_1114,Beer,12.88
FAN_0625,Beer,9.58
FAN_1064,Pretzel,10.9
FAN_0082,Nachos,18.71
FAN_0284,Pretzel,11.13
FAN_0548,Hot Dog,14.83
FAN_0795,Hot Dog,19.82
FAN_0285,Pretzel,9.61
FAN_0598,Pretzel,9.61
FAN_0065,Beer,11.69
FAN_0403,Beer,15.27
FAN_0943,Beer,21.69
FAN_0796,Soda,15.78
FAN_0786,Nachos,20.76
FAN_0545,Nachos,12.51
FAN_0660,Soda,14.22
FAN_0149,Hot Dog,16.87
FAN_0774,Beer,14.81
FAN_0270,Nachos,18.42
FAN_1010,Hot Dog,16.55
FAN_1188,Pretzel,11.37
FAN_0749,Soda,10.69
FAN_0384,Beer,12.09
FAN_0458,Nachos,11.67
FAN_0220,Hot Dog,10.85
FAN_1120,Beer,9.14
FAN_1169,Soda,13.08
FAN_0986,Nachos,11.87
FAN_0356,Hot Dog,20.84
FAN_0217,Beer,20.19
FAN_0975,Pretzel,20.83
FAN_0366,Hot Dog,9.66
FAN_0328,Nachos,11.29
FAN_0327,Nachos,10.52
FAN_1193,Soda,20.8
FAN_0396,Pretzel,12.44
FAN_0353,Beer,14.35
FAN_0797,Pretzel,13.49
FAN_0687,Nachos,20.08
FAN_0169,Soda,21.35
FAN_0340,Nachos,14.61
FAN_0886,Beer,21.18
FAN_0377,Pretzel,12.82
FAN_0144,Soda,13.09
FAN_1161,Pretzel,17.66
FAN_0702,Pretzel,8.12
FAN_0445,Pretzel,11.93
FAN_0932,Nachos,17.03
FAN_0026,Pretzel,17.12
FAN_0860,Nachos,19.2
FAN_0556,Nachos,15.6
FAN_0858,Hot Dog,16.7
FAN_0228,Hot Dog,17.92
FAN_0551,Soda,8.37
FAN_0567,Pretzel,8.2
FAN_0771,Pretzel,21.0
FAN_0414,Pretzel,8.52
FAN_0602,Nachos,18.28
FAN_0007,Pretzel,19.92
FAN_0386,Nachos,21.49
FAN_0095,Soda,16.4
FAN_0453,Hot Dog,16.02
FAN_0466,Nachos,14.13
FAN_1061,Beer,8.15
FAN_1186,Beer,18.22
FAN_0699,Pretzel,19.5
FAN_0415,Beer,13.99
FAN_0581,Pretzel,10.26
FAN_0815,Beer,10.94
FAN_0337,Pretzel,10.22
FAN_0740,Hot Dog,16.36
FAN_0745,Pretzel,16.06
FAN_1097,Beer,10.8
FAN_1144,Hot Dog,19.14
FAN_0234,Hot Dog,15.25
FAN_0477,Nachos,17.89
FAN_1011,Soda,8.22
FAN_0306,Nachos,21.76
FAN_0808,Hot Dog,19.57
FAN_0261,Pretzel,10.07
FAN_0614,Pretzel,21.94
FAN_0289,Nachos,14.85
FAN_0693,Hot Dog,17.3
FAN_0807,Nachos,17.2
FAN_0107,Nachos,8.95
FAN_0077,Beer,14.65
FAN_0707,Beer,19.83
FAN_0274,Soda,19.75
FAN_0492,Nachos,13.81
FAN_0487,Beer,15.25
FAN_0031,Pretzel,17.95
FAN_0179,Soda,18.48
FAN_0993,Soda,17.12
FAN_0425,Soda,16.1
FAN_0964,Soda,13.83
FAN_0344,Pretzel,10.53
FAN_0812,Hot Dog,20.25
FAN_0449,Nachos,14.89
FAN_0332,Nachos,13.47
FAN_0041,Nachos,9.13
FAN_0211,Pretzel,9.77
FAN_1124,Hot Dog,12.59
FAN_1032,Beer,16.93
FAN_0543,Nachos,19.96
FAN_0170,Beer,20.8
FAN_0705,Beer,15.92
FAN_0994,Nachos,13.68
FAN_0660,Hot Dog,15.95
FAN_0101,Soda,16.43
FAN_0854,Hot Dog,20.06
FAN_0231,Hot Dog,19.21
FAN_0573,Soda,16.38
FAN_0240,Soda,16.1
FAN_0155,Beer,14.4
FAN_0087,Hot Dog,20.98
FAN_1026,Nachos,8.74
FAN_0500,Beer,14.57
FAN_0584,Pretzel,11.61
FAN_0775,Soda,12.29
FAN_0475,Hot Dog,8.17
FAN_1199,Soda,13.02
FAN_1146,Pretzel,20.47
FAN_0493,Nachos,10.78
FAN_1092,Hot Dog,18.59
FAN_0248,Hot Dog,17.97
FAN_1158,Pretzel,16.03
FAN_0469,Hot Dog,16.64
FAN_0215,Hot Dog,11.59
FAN_0807,Soda,19.88
FAN_0151,Pretzel,8.82
FAN_1197,Beer,16.75
FAN_0836,Nachos,12.04
FAN_0985,Soda,17.35
FAN_0503,Nachos,15.95
FAN_0297,Pretzel,9.98
FAN_0993,Nachos,21.89
FAN_0306,Beer,19.29
FAN_1010,Nachos,12.2
FAN_0497,Beer,20.9
FAN_0173,Hot Dog,13.94
FAN_0606,Soda,9.19
FAN_1185,Hot Dog,18.73
FAN_0026,Pretzel,14.7
FAN_0497,Soda,12.37
FAN_0966,Hot Dog,17.38
FAN_0951,Beer,20.35
FAN_0434,Pretzel,11.97
FAN_1023,Beer,20.8
FAN_1096,Hot Dog,12.47
FAN_0028,Hot Dog,21.46
FAN_0813,Beer,9.19
FAN_0342,Beer,15.65
FAN_0535,Beer,13.48
FAN_0963,Pretzel,12.54
FAN_0109,Nachos,12.87
FAN_0955,Pretzel,8.24
FAN_0967,Soda,19.09
FAN_0332,Pretzel,13.97
FAN_0692,Pretzel,14.74
FAN_1081,Soda,10.84
FAN_1199,Nachos,21.87
FAN_0143,Nachos,17.5
FAN_1084,Nachos,13.44
FAN_1071,Pretzel,18.67
FAN_1068,Hot Dog,14.97
FAN_0234,Hot Dog,18.29
FAN_0353,Soda,21.97
FAN_1112,Soda,17.65
FAN_0505,Soda,9.84
FAN_0853,Pretzel,16.74
FAN_0692,Hot Dog,18.31
FAN_0122,Soda,19.26
FAN_0754,Pretzel,14.39
FAN_1179,Hot Dog,19.44
FAN_0668,Beer,9.62
FAN_0306,Soda,20.0
FAN_0366,Nachos,14.94
FAN_0681,Soda,21.77
FAN_0122,Soda,8.76
FAN_0642,Soda,15.41
FAN_0347,Nachos,15.86
FAN_0028,Nachos,13.93
FAN_0583,Beer,19.38
FAN_1140,Hot Dog,18.05
FAN_1192,Soda,19.29
FAN_0112,Soda,13.05
FAN_1087,Pretzel,12.5
FAN_0777,Hot Dog,18.52
FAN_0952,Soda,11.5
FAN_0129,Hot Dog,15.39
FAN_0777,Soda,12.17
FAN_0841,Pretzel,16.82
FAN_0472,Nachos,15.79
FAN_0411,Soda,10.63
FAN_0682,Soda,9.84
FAN_0388,Pretzel,12.39
FAN_0476,Hot Dog,14.67
FAN_0222,Hot Dog,18.76
FAN_0222,Hot Dog,12.45
FAN_0119,Beer,16.34
FAN_1057,Hot Dog,9.01
FAN_0684,Pretzel,8.64
FAN_0336,Hot Dog,15.54
FAN_0006,Beer,10.59
FAN_0991,Hot Dog,20.89
FAN_0174,Hot Dog,17.67
FAN_0765,Beer,8.4
FAN_0927,Beer,14.22
FAN_0026,Soda,20.03
FAN_0522,Pretzel,21.96
FAN_0688,Hot Dog,15.64
FAN_0388,Beer,16.82
FAN_0824,Hot Dog,18.43
FAN_1086,Pretzel,13.83
FAN_0265,Hot Dog,11.12
FAN_1114,Pretzel,10.4
FAN_1065,Pretzel,18.26
FAN_1169,Nachos,21.11
FAN_1185,Nachos,12.8
FAN_0632,Hot Dog,9.36
FAN_0185,Nachos,13.78
FAN_0042,Soda,13.22
FAN_1064,Soda,14.73
FAN_0326,Hot Dog,18.05
FAN_0136,Pretzel,13.14
FAN_1043,Pretzel,11.98
FAN_0350,Soda,14.37
FAN_0572,Soda,14.71
FAN_0505,Pretzel,10.1
FAN_1197,Beer,17.41
FAN_0853,Hot Dog,15.86
FAN_0340,Pretzel,8.65
FAN_0846,Nachos,9.69
FAN_0426,Beer,11.62
FAN_0271,Soda,13.83
FAN_0876,Beer,20.88
FAN_1034,Beer,15.35
FAN_1025,Nachos,15.42
FAN_0388,Pretzel,8.44
FAN_0303,Beer,9.83
FAN_0026,Hot Dog,19.28
FAN_0656,Nachos,8.19
FAN_0330,Pretzel,21.58
FAN_0028,Hot Dog,11.02
FAN_0014,Soda,12.33
FAN_0246,Nachos,9.55
FAN_0736,Beer,12.8
FAN_0069,Nachos,13.93
FAN_1129,Hot Dog,10.03
FAN_1086,Soda,10.62
FAN_0898,Pretzel,21.53
FAN_0754,Nachos,17.44
FAN_0668,Beer,19.89
FAN_0526,Soda,10.11
FAN_0471,Pretzel,14.46
FAN_0241,Nachos,8.62
FAN_0854,Beer,9.93
FAN_0221,Soda,17.74
FAN_0197,Beer,15.84
FAN_0385,Hot Dog,12.82
FAN_0976,Nachos,10.62
FAN_0223,Beer,19.34
FAN_0370,Pretzel,19.11
FAN_0758,Soda,21.01
FAN_0553,Nachos,12.49
FAN_0621,Beer,11.27
FAN_0361,Hot Dog,18.66
FAN_0675,Nachos,17.36
FAN_1073,Nachos,14.29
FAN_0339,Soda,9.14
FAN_0507,Beer,14.67
FAN_0134,Nachos,9.87
FAN_0429,Soda,10.36
FAN_0930,Pretzel,13.25
FAN_0550,Beer,10.37
FAN_0218,Nachos,16.57
FAN_0862,Hot Dog,12.93
FAN_0103,Soda,19.24
FAN_0881,Hot Dog,11.87
FAN_0321,Nachos,21.84
FAN_0261,Soda,11.47
FAN_0349,Nachos,19.14
FAN_1124,Nachos,10.94
FAN_0214,Nachos,13.51
FAN_0184,Nachos,16.68
FAN_1152,Hot Dog,21.86
FAN_0077,Nachos,12.57
FAN_0039,Hot Dog,8.63
FAN_0915,Soda,9.95
FAN_0344,Pretzel,15.45
FAN_0350,Beer,19.88
FAN_0041,Nachos,10.84
FAN_0909,Soda,17.95
FAN_1103,Nachos,21.65
FAN_0551,Beer,20.89
FAN_0450,Hot Dog,18.79
FAN_0998,Beer,20.43
FAN_0068,Pretzel,8.79
FAN_1123,Beer,18.2
FAN_0146,Beer,18.88
FAN_0811,Soda,10.54
FAN_0551,Nachos,9.42
FAN_0285,Nachos,17.53
FAN_0196,Hot Dog,10.67
FAN_0787,Beer,11.86
FAN_1056,Hot Dog,14.27
FAN_0147,Hot Dog,8.71
FAN_0707,Hot Dog,11.87
FAN_0324,Soda,21.14
FAN_0361,Hot Dog,8.34
FAN_0950,Beer,12.82
FAN_0197,Hot Dog,8.53
FAN_0265,Soda,12.09
FAN_0447,Nachos,9.39
FAN_0917,Nachos,20.28
FAN_0242,Pretzel,9.8
FAN_0669,Pretzel,17.96
FAN_0826,Nachos,10.72
FAN_0848,Pretzel,13.45
FAN_0391,Hot Dog,16.07
FAN_0540,Hot Dog,13.35
FAN_0191,Beer,12.54
FAN_0039,Soda,19.32
FAN_0837,Beer,13.34
FAN_1190,Beer,20.69
FAN_1192,Beer,20.95
FAN_0688,Soda,18.85
FAN_0265,Soda,14.64
FAN_0661,Soda,19.32
FAN_0686,Beer,16.64
FAN_0955,Beer,19.67
FAN_0205,Beer,12.35
FAN_1133,Pretzel,18.51
FAN_0786,Soda,8.24
FAN_0785,Pretzel,16.26
FAN_1168,Pretzel,17.44
FAN_0400,Beer,19.82
FAN_0259,Soda,12.81
FAN_1010,Hot Dog,17.52
FAN_0960,Nachos,18.85
FAN_1188,Hot Dog,11.82
FAN_0409,Soda,12.43
FAN_0466,Beer,14.76
FAN_1141,Beer,19.91
FAN_0860,Soda,17.37
FAN_1196,Nachos,21.68
FAN_0271,Nachos,13.39
FAN_0010,Nachos,14.14
FAN_0025,Nachos,12.97
FAN_0496,Hot Dog,9.57
FAN_0176,Pretzel,8.94
FAN_0529,Soda,18.61
FAN_0165,Pretzel,11.08
FAN_0720,Nachos,8.06
FAN_1170,Hot Dog,8.3
FAN_0660,Beer,9.26
FAN_0870,Nachos,20.87
FAN_0208,Beer,19.74
FAN_0737,Hot Dog,12.08
FAN_0505,Hot Dog,12.09
FAN_0458,Soda,17.6
FAN_0988,Beer,17.67
FAN_1104,Nachos,13.21
FAN_0892,Hot Dog,11.36
FAN_0425,Hot Dog,12.62
FAN_0460,Pretzel,21.0
FAN_0255,Nachos,9.27
FAN_0593,Soda,14.05
FAN_0204,Soda,17.63
FAN_1092,Nachos,21.24
FAN_0066,Nachos,14.59
FAN_0491,Soda,9.49
FAN_0440,Hot Dog,11.12
FAN_1095,Nachos,14.69
FAN_0621,Hot Dog,21.22
FAN_0665,Nachos,9.78
FAN_0281,Pretzel,15.16
FAN_0466,Pretzel,12.68
FAN_0446,Soda,17.14
FAN_0058,Hot Dog,15.02
FAN_1025,Beer,19.71
FAN_0658,Beer,10.2
FAN_0220,Beer,12.04
FAN_0608,Soda,14.28
FAN_0076,Nachos,13.03
FAN_1016,Pretzel,19.07
FAN_0454,Beer,19.77
FAN_0995,Nachos,19.14
FAN_0942,Soda,17.56
FAN_0879,Beer,11.4
FAN_0586,Hot Dog,12.83
FAN_1180,Beer,11.29
FAN_0525,Beer,14.71
FAN_0946,Soda,19.74
FAN_0147,Pretzel,19.88
FAN_1045,Nachos,19.67
FAN_0064,Soda,17.45
FAN_1094,Soda,21.56
FAN_0771,Beer,13.91
FAN_0824,Soda,9.72
FAN_0137,Hot Dog,15.24
FAN_0908,Soda,10.8
FAN_0012,Beer,20.05
FAN_1091,Beer,17.47
FAN_0605,Pretzel,18.01
FAN_0772,Soda,9.1
FAN_0915,Beer,15.11
FAN_0683,Soda,17.63
FAN_0926,Nachos,16.94
FAN_0880,Nachos,11.6
FAN_0600,Soda,11.69
FAN_0299,Pretzel,18.58
FAN_0346,Nachos,14.18
FAN_0470,Beer,20.93
FAN_0014,Nachos,10.48
FAN_0263,Beer,10.24
FAN_0126,Soda,20.0
FAN_0731,Soda,8.82
FAN_0708,Soda,21.36
FAN_0271,Pretzel,11.01
FAN_0140,Pretzel,11.24
FAN_0739,Hot Dog,10.15
FAN_0638,Pretzel,9.33
FAN_0227,Nachos,17.44
FAN_0395,Nachos,11.95
FAN_0696,Nachos,12.5
FAN_0362,Beer,19.15
FAN_0452,Beer,20.38
FAN_0336,Nachos,11.04
FAN_0150,Soda,19.04
FAN_0746,Nachos,19.79
FAN_0239,Nachos,12.1
FAN_0752,Nachos,11.89
FAN_0478,Soda,10.3
FAN_1120,Pretzel,18.5
FAN_1156,Hot Dog,19.64
FAN_0661,Nachos,18.53
FAN_0168,Pretzel,21.29
FAN_0587,Nachos,12.69
FAN_0940,Hot Dog,19.59
FAN_0685,Hot Dog,9.14
FAN_0669,Nachos,9.44
FAN_0505,Beer,19.79
FAN_0979,Hot Dog,13.02
FAN_1153,Pretzel,12.01
FAN_0031,Nachos,10.8
FAN_0503,Hot Dog,11.54
FAN_0498,Soda,9.77
FAN_1046,Nachos,12.21
FAN_0408,Hot Dog,21.74
FAN_0535,Hot Dog,19.89
FAN_0110,Beer,12.14
FAN_0904,Pretzel,12.4
FAN_1133,Pretzel,20.64
FAN_1112,Hot Dog,17.35
FAN_0555,Pretzel,21.97
FAN_1046,Nachos,12.74
FAN_0803,Beer,10.51
FAN_0480,Pretzel,14.43
FAN_1038,Hot Dog,17.97
FAN_0034,Hot Dog,9.21
FAN_0260,Pretzel,9.36
FAN_0833,Nachos,15.17
FAN_0004,Hot Dog,10.38
FAN_1054,Nachos,17.24
FAN_0503,Beer,9.14
FAN_0328,Beer,16.54
FAN_0562,Nachos,11.55
FAN_0969,Beer,16.16
FAN_0298,Nachos,20.91
